conversation_id,clean_text,cluster
2917185,like the package she stole was just a cheap pair of boots from Amazon. which APPARENTLY they left on the back porch. who fucking knows why. I'm assuming that's why she stole it. we've literally never had a delivery to the back porch before.,22
2917191,How late is the latest something will leave a warehouse each day? I was told my package would be leaving today and it's getting a bit late.,22
2917193,I REALLY wish the Alexa app would send reminders I set from my Echo and vice versa. Any hope on this becoming a feature?,13
2917197,"Hi HDR/4K content looks incredibly washed/out dull on my new TCL/Roku TV. Is that (picture attached) the ""normal"" look or it or is there a problem with the TV or the app (HDR looks great and vibrant on some apps, terrible on others)",13
2917199,order has been out for delivery with Intelcom since Sunday and its Tuesday and they are not answering the phone or replying to emails. I WANT MY ORDER #reallypissed #intel worst courtier,2
2917202,Nice delivery today. Opened box... no packing slip... waiting for me on the street.,9
2917218,. your packaging department really needs to step their eco friendly game up. i’m tired of receiving GIANT boxes with small items in it. despicable. that scarf could’ve easily fit in a small envelope.,0
2917225,Received a $10 gift offer to download Amazon App by email but never got the gift promise. It seems unethical business practices and lie.,14
2917228,Take a moment to let this photo sink in. 1. The time of day is at the top of the photo 2. It has been sent from the future 3. Should have been here on the 21st 4. Out for delivery in the 25th? But there was no delivery attempt wtf? 5.shipper told Amazon it was lost....,2
2917230,something has gone terribly wrong,0
2917235,"accidentally signed up to Amazon Prime, thought I may as well make the most of it. Then the package I chose for next day delivery is late #wherearetheseperks",12
2917237,when the delivery driver leaves all your parcels outside in the rain without leaving a note 🙈,2
2917240,Dear Please stop sending me emails from customer services using algorithms to generate largely irrelevant content and then attaching a name to make me think I'm in contact with a human being. I'm not an idiot.,0
2917244,"I need to be an employee! I just sold 3 ppl on having an amazon account just this week! Lady at Toys R us, my neighbor and a coworker. Crap. I have a shopping problem. 🙈",1
2917246,"help! follow so i can dm, please!",15
2917248,Why is it so hard to provide basic site feedback to Amazon. The only option I have is for you to call me????,0
2917252,What the fuck ?! 😂😂😂,0
2917255,you guys treat prime customers like shit and then you expect us to return a item we get refunded except we never get the item and your idiot workers can't even find a trace of the order you people are the shittest company in the world,20
2917257,if im an #AmazonPrime member does my mom get free 2-day shipping if she buys me presents off my wish list?,8
2917259,the amazon delivery man hid my sisters package and it restored my faith in humanity,22
2917264,First time seeing a delivery photo for an Amazon order. Great way to know that my package was delivered to my neighbor's door :),24
2917268,"Never have I ordered something from Amazon that was ""lost in transit"" until now. Guess there's a first time for everything.",4
2917271,I will never understand how has the most amazing customer service while gives me ulcers and makes me want to throw my phone out the window every time.,6
2918160,If and could get their shit together and deliver the part for my dryer #thatdbegreat,0
2918627,"... Checked the Amazon app - there was a photo of our box on the porch of a house down the street - with a message claiming *I* had signed for the package. Went to the house, no one was there but luckily the box was. Short version -- your delivery person lies",22
2918633,"Well that’s a shipping status I haven’t seen yet, . I really need this to come in before my surgery...",0
2918635,"holy cow you guys may have the rudest customer service person I’ve ever encountered. Hint taken, I shouldn’t call.",6
2918640,do you find this level of damage acceptable when shipping an item?,0
2918648,MEUS LIVROS CHEGARAM HOJE AAAAAAAA TE AMO,0
2918652,"My amazon package is a few days late so I went to try the tracking number at the Intelcom Express website: Nothing happens when the Search button is pressed. The form element has no action attribute. This is strange, right? #amazon #webdev",5
2918654,2nd time this year I've received a new book from that's arrived with the dust jacket torn and the edges of the book dented. So irritating.,4
2918657,"Great how Amazon delivered my package to my receptionist, Sharon. Except I don't have a receptionist, nor do I know a Sharon. Love my life, thank you Amazon x",11
2918662,what’s the correct thing to do when AMZNL drops off a package that’s not for me?,22
2918666,your Service is terrible!!!! This is the 2nd time THIS WEEK you have “Lost” my order!!!!!! This is unacceptable!!!! I will never recommend your services to ANYONE!!!! Horrible horrible horrible!!!!,4
2918669,My glass Christmas ornaments arrived from today. Not impressed ...,10
2918673,"Absolutely stumped at how Amazon managed to send me an empty package. Wasn't damaged or anything, literally just an empty bit of packaging...🤔🤷🏻‍♂️⁉️",1
2918680,YOU ARE BLESSED I CANT POST PICS OF THESE CHRISTMAS GIFTS YOU SENT RN BECAUSE YOU SENT ME A DAMN MESS 😡😡😡😡😡😡😡,0
2918688,Hey I’m losing faith in ya,0
2918701,I have my share of your boxes but I would have appreciated one more — on the Christmas present that was left at my doorstep in the ORIGINAL PACKAGING! #EpicFail,0
2918712,you guys completely scammed me out of almost $100 on my credit card for charges I didn't authorize. I TOLD numerous customer reps ahead of time &amp; no one took me seriously. I have the physical bill to prove it now.,4
2918717,Imagine how often this guy is asked to spell his name...,0
2918720,Came home to this in the bushes next to the door. Is this how you get people to sign up for the amazom key program? They could have put it behind the gate in the side yard...,0
2918727,can u please tell me how an Australian can get music???!?,0
