conversation_id,customer_message,brand_reply
416398,"yes, it keeps saying something went wrong, please try again.",Just to confirm; do you meet all the terms and conditions listed towards the bottom of the page? ^WT
416398,yes i have prime and havent used amazon music on this account before,"When you have time, give us a call. We can be reached 24/7 via phone to look into this here: ^EP"
416406,Please help,I'm sorry for this issue. We don't have access to accounts via Twitter. Please reach out here: ^DO
416416,So customer service is now on my shit list! Unbelievable! An empty box and refuse to refund....,I'm sorry for the poor experience. What information or options were we able to provide when you contacted us about this? ^CL
416418,Ordered something from Amazon and it was missing a part🙄,Sorry your order wasn't complete! Was it shipped by Amazon or third-party seller as seen here: ^JM
416423,I LOVE !! they're so helpful and I have a blast talking to them this isn't even a promo like seriously such a great company,We're feeling the love! We always strive for excellence! ❤️😊 ^JM
416666,Last 2 shipments you sent using #AMZL were lost in shipment. Do you have some driver ripping you off? I hear Walmart calling.,"I'm sorry for the trouble with your orders. We'd like to look into this, please send more info here: ^CO"
416666,You've already given me the refund. I didn't realize put 2 &amp; 2 together and realize AMZL was your own logistics. That's 2 orders you've lost,Using the link ^CO provided will allow us to make sure this is escalated for you as well. ^VS
416666,"I just had to report another shipment as ""never arrived"". This is getting bad.","I'm very sorry for all the trouble! When you reported this to us, what info or options were we able to provide? ^JM"
416675,"WTFwhy do I keep getting a error with my account saying""there was a problem your password is not correct I havereset the thing 5",I'm sorry for the log-in issues! Have you received any e-mail in your inbox or spam folders from our Account team? ^WT
416675,No not a single one,Please reach out using the trailing link so this can get looked into: ^DO
416678,where is my amazon package Lol... said it would be here by 8pm and it’s 8pm,I'm sorry for the wait! What's the latest tracking/delivery date shown in Your Orders here: ^JM
416681,My #echodot keeps turning off on me and now it’s like 3 times a day I have to reset it and I’m ready to throw it out the window,Oh no! Please let our Echo team have a look into this and see what options are available: ^DO
416684,why am I redirected to amazon.de when I'm solely using haven't used de for 8 years...,I'm sorry about the issues with Amazon Music! Please try these steps: Let us know if this helps! ^WT
416684,fixed. thanks! :),"You're very welcome, Karel! Reach out anytime, we love to help! 😁 ^SA"
416688,"Haha - I think, for once, might have gotten this classification wrong.",Hmm... that doesn't look right. Thanks for bringing this to our attention! I've reached out to the appropriate team! ^WT
416691,"Just returned a ""mattress protector"", pickup tracking ID 511353091893, to the Amazon agent but didn't get the SMS confirmation","Also, please don't provide your order details, as we consider it to be personal info. Our Twitter page is public. (2/2) ^ST"
416691,Ok this is sorted 👍,Awesome! Thanks for keeping us posted. ^AB
416710,It's showing delivery attempted last night but nobody has came. I was at my home whole day. Pls recheck.,That's unusual. Let us investigate this further and help you out. Please reach us via (1/3) ^VM
416715,"US and search works differently, no auto corrected suggestion on the Indian site.",Thanks for your feedback. I'll forward this internally for review. ^PS
416717,I have not received cashback for my order date 08-10-2017 during Amazon great indian sale I have paid entirely from Amazon pay,I'm sorry about the pending cashback. Kindly reach out to our team here: and we'll sort this out. ^GK
416720,"Pathetic service-wrong product delivrd(Order-404-7604078-2941905).Return pickup pendng-5days, replacmnt order cancld automaticlly",Sorry to know your item hasn't been picked up yet. We certainly did not expect this to happen. 1/3 ^PS
416720,Please resolve my query fast,We've received your details and we'll get back to you soon. ^PS
416720,- My replacement product has not been delivered yet,I’d like to understand this better. Please fill this form: and I’ll contact you at the earliest. ^RD
416720,Got to know that product is lying at Amazon Jhandewalan office and yet it has not been delivered yet..,We've received your details and shall reach out to you with an update soon. ^GS
416720,Finally received the product yesterday...thank you so much for your cooperation,We're glad to hear that. Thanks a bunch for keeping us posted. ^CB
416728,"2 items shipped via prime didn't arrive on time today, any redress available?",I'm sorry for any inconvenience! What's the most recent tracking info and delivery date displayed: ^GM
416728,"Now expected Oct 9 - Oct 11 Original Estimate: Oct 9, 2017",We'd be happy to look into available options with you. Please reach us by phone here: ^JM
416731,. SO GROSS 😖 Just opened salad delivered today &amp; smells spoiled! Exp Date 9/30/2017! Today is 10/09/2017! Refund+ please,I'm so sorry! Please let us take a look into this and see what options are available here:
